X,Y,OBJECTID,LATITUDE,LONGITUDE,NAME,STATION_TYPE,STATION_ID,STATION_STATUS,LAST_REPORTED,NUM_DOCKS_AVAILABLE,NUM_DOCKS_DISABLED,NUM_BIKES_AVAILABLE,NUM_EBIKES_AVAILABLE,NUM_BIKES_DISABLED,IS_INSTALLED,IS_RETURNING,IS_RENTING,HAS_KIOSK,IOS,ANDROID,ELECTRIC_BIKE_SURCHARGE_WAIVER,EIGHTD_HAS_KEY_DISPENSER,CAPACITY,RENTAL_METHODS,REGION_ID,GIS_LAST_MOD_DTTM,GIS_ID,REGION_NAME
-77.1289086643159,38.8096153437869,43358235,38.809607,-77.128908,S Reynolds St & Edsall Rd,classic,725,active,2022/06/28 22:14:08+00,5,0,10,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"CREDITCARD,KEY",40,2022/06/28 23:12:28+00,,"Alexandria, VA"
-77.0446835785832,38.804804403737,43358236,38.804801,-77.044676,King St & N Pitt St,classic,726,active,2022/06/28 20:42:06+00,2,0,13,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"CREDITCARD,KEY",40,2022/06/28 23:12:28+00,,"Alexandria, VA"
-77.053739196163,38.8134847750133,43358237,38.813474,-77.053734,Braddock Rd Metro South,classic,727,active,2022/06/28 22:45:12+00,14,0,5,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"CREDITCARD,KEY",40,2022/06/28 23:12:28+00,,"Alexandria, VA"
-77.0366523027635,38.9261054903053,43358238,38.926102,-77.03665,16th & Harvard St NW,classic,728,active,2022/06/28 22:24:30+00,17,0,2,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"CREDITCARD,KEY",42,2022/06/28 23:12:28+00,,"Washington, DC"
-77.0501031834748,38.8170267290378,43358239,38.817019,-77.050105,First St & Fayette St,classic,729,active,2022/06/28 20:12:38+00,8,0,8,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,16,"CREDITCARD,KEY",40,2022/06/28 23:12:28+00,,"Alexandria, VA"
-77.084264890738,38.8635177143763,43358240,38.863508,-77.084259,Penrose Sq/Columbia Pike & S Barton St,classic,730,active,2022/06/28 23:06:05+00,10,0,5,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"CREDITCARD,KEY",41,2022/06/28 23:12:28+00,,"Arlington, VA"
-77.0980994669609,38.8440486863942,43358241,38.84404,-77.098093,S Wakefield St & 28th Rd S,classic,731,active,2022/06/28 16:34:21+00,10,0,5,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"CREDITCARD,KEY",41,2022/06/28 23:12:28+00,,"Arlington, VA"
-77.0537732680695,38.7975667362703,43358242,38.797557,-77.053766,Lee Center,classic,415,active,2022/06/28 04:58:30+00,13,0,2,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"CREDITCARD,KEY",40,2022/06/28 23:12:28+00,,"Alexandria, VA"
-77.0477898660708,38.818757328518,43358243,38.818748,-77.047783,Powhatan St & Bashford Ln,classic,416,active,2022/06/28 17:38:43+00,0,0,15,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"CREDITCARD,KEY",40,2022/06/28 23:12:28+00,,"Alexandria, VA"
-77.0478431565184,38.8295494609216,43358244,38.829545,-77.047844,Potomac Ave & Swann Ave,classic,417,active,2022/06/28 22:02:21+00,5,0,14,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"CREDITCARD,KEY",40,2022/06/28 23:12:28+00,,"Alexandria, VA"
-77.0322249628347,38.9285570569183,43358245,38.928552,-77.032224,14th & Irving St NW,classic,418,active,2022/06/28 22:54:28+00,31,0,0,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,31,"CREDITCARD,KEY",42,2022/06/28 23:12:28+00,,"Washington, DC"
-77.0344490840428,38.9011440542281,43358246,38.901136,-77.034451,Vermont Ave & I St NW,classic,419,active,2022/06/28 22:19:10+00,15,0,9,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,25,"CREDITCARD,KEY",42,2022/06/28 23:12:28+00,,"Washington, DC"
-77.0802138584383,38.9498205807519,43358247,38.949813,-77.080217,Wisconsin Ave & Brandywine St NW,classic,420,active,2022/06/28 19:14:46+00,18,0,7,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,25,"CREDITCARD,KEY",42,2022/06/28 23:12:28+00,,"Washington, DC"
-76.9719261535664,38.9126404152723,43358248,38.91263,-76.971923,24th & R St NE / National Arboretum,classic,421,active,2022/06/28 20:39:55+00,14,0,5,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"CREDITCARD,KEY",42,2022/06/28 23:12:28+00,,"Washington, DC"
-76.9259132505353,38.8974141975119,43358249,38.897407,-76.925907,Division Ave & Foote St NE,classic,422,active,2022/06/28 09:55:45+00,7,0,8,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"CREDITCARD,KEY",42,2022/06/28 23:12:28+00,,"Washington, DC"
-76.9823598613978,38.8706994686156,43358250,38.870695,-76.982359,16th & Q St SE / Anacostia HS,classic,423,active,2022/06/28 17:31:47+00,15,0,7,1,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"CREDITCARD,KEY",42,2022/06/28 23:12:28+00,,"Washington, DC"
-77.2406601546871,38.9292685972545,43358251,38.929261,-77.240654,Spring Hill Metro,classic,424,active,2022/06/28 18:48:13+00,14,0,1,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"CREDITCARD,KEY",104,2022/06/28 23:12:28+00,,"Fairfax, VA"
-77.2359604523307,38.9240353227432,43358252,38.92403,-77.235955,Westpark Dr & Leesburg Pike,classic,425,active,2022/06/28 04:58:30+00,4,0,7,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"CREDITCARD,KEY",104,2022/06/28 23:12:28+00,,"Fairfax, VA"
-77.2211852099411,38.9194789711864,43358253,38.919475,-77.221179,Tysons One Pl & Chain Bridge Rd,classic,427,active,2022/06/28 21:44:56+00,6,0,4,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"CREDITCARD,KEY",104,2022/06/28 23:12:28+00,,"Fairfax, VA"
-77.2221122880063,38.9209455743846,43358254,38.920939,-77.222115,Tysons Corner Station,classic,428,active,2022/06/28 22:22:17+00,7,0,4,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"CREDITCARD,KEY",104,2022/06/28 23:12:28+00,,"Fairfax, VA"
-77.2176717790151,38.9244491693927,43358255,38.924437,-77.217664,Westpark & Jones Branch Dr,classic,429,active,2022/06/28 18:05:11+00,9,0,2,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"CREDITCARD,KEY",104,2022/06/28 23:12:28+00,,"Fairfax, VA"
-77.2192631367085,38.9319231164161,43358256,38.931911,-77.219261,Jones Branch & Westbranch Dr,classic,430,active,2022/06/28 04:58:24+00,4,0,9,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,13,"CREDITCARD,KEY",104,2022/06/28 23:12:28+00,,"Fairfax, VA"
-77.225400970999,38.9289296807527,43358257,38.928919,-77.225394,Westpark & Park Run Dr,classic,431,active,2022/06/28 20:21:07+00,6,0,4,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"CREDITCARD,KEY",104,2022/06/28 23:12:28+00,,"Fairfax, VA"
-77.2318253524573,38.9326465659651,43358258,38.932636,-77.231825,Tysons West Transit Center,classic,432,active,2022/06/28 04:58:21+00,5,0,6,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"CREDITCARD,KEY",104,2022/06/28 23:12:28+00,,"Fairfax, VA"
-77.3386881790362,38.9700496019126,43358259,38.970046,-77.338686,North Shore & Cameron Crescent Dr/Crescent Apartments,classic,433,active,2022/06/28 09:26:50+00,4,0,7,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"CREDITCARD,KEY",104,2022/06/28 23:12:28+00,,"Fairfax, VA"
-77.3619023103047,38.9625301839679,43358260,38.962524,-77.361902,Town Center Pkwy & Bowman Towne Dr,classic,434,active,2022/06/28 04:58:32+00,14,0,1,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"CREDITCARD,KEY",104,2022/06/28 23:12:28+00,,"Fairfax, VA"
-77.3588193832047,38.962098277498,43358261,38.962095,-77.358815,Reston Regional Library,classic,435,active,2022/06/28 04:58:32+00,9,0,6,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"CREDITCARD,KEY",104,2022/06/28 23:12:28+00,,"Fairfax, VA"
-77.3563310691994,38.9605834802193,43358262,38.960574,-77.356324,New Dominion Pkwy & Fountain Dr,classic,436,active,2022/06/28 21:08:20+00,14,0,1,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"CREDITCARD,KEY",104,2022/06/28 23:12:28+00,,"Fairfax, VA"
-77.3516540911385,38.9550845425896,43358263,38.955079,-77.351649,Sunset Hills & Old Reston Ave,classic,437,active,2022/06/28 17:43:41+00,13,0,2,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"CREDITCARD,KEY",104,2022/06/28 23:12:28+00,,"Fairfax, VA"
-77.359716928836,38.9570418469793,43358264,38.957037,-77.359718,Reston Town Center Transit Station,classic,438,active,2022/06/28 21:12:38+00,6,0,11,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,17,"CREDITCARD,KEY",104,2022/06/28 23:12:28+00,,"Fairfax, VA"
-77.0059726260136,38.8849249041764,43358265,38.884916,-77.005965,1st & D St SE,classic,439,active,2022/06/28 22:25:35+00,18,0,1,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"CREDITCARD,KEY",42,2022/06/28 23:12:28+00,,"Washington, DC"
-77.3393958910249,38.9466169000994,43358266,38.946608,-77.339391,Wiehle Ave & Reston Station Blvd,classic,440,active,2022/06/28 22:41:29+00,16,0,3,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"CREDITCARD,KEY",104,2022/06/28 23:12:28+00,,"Fairfax, VA"
-77.3587377759011,38.9596392547559,43358267,38.959633,-77.358741,Library St & Freedom Dr,classic,441,active,2022/06/28 04:17:36+00,14,0,4,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"CREDITCARD,KEY",104,2022/06/28 23:12:28+00,,"Fairfax, VA"
-77.3576085922496,38.955345739437,43358268,38.95534,-77.357611,Sunset Hills Rd & Discovery Square,classic,442,active,2022/06/28 16:27:38+00,5,0,8,0,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"CREDITCARD,KEY",104,2022/06/28 23:12:28+00,,"Fairfax, VA"
-77.0489458190931,38.8924458058939,43358269,38.892441,-77.048947,22nd St & Constitution Ave NW,classic,443,active,2022/06/28 21:52:25+00,12,0,11,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"CREDITCARD,KEY",42,2022/06/28 23:12:28+00,,"Washington, DC"
-76.9135622569639,38.8918115122125,43358270,38.891805,-76.913563,61st St & Banks Pl NE,classic,444,active,2022/06/28 16:53:44+00,16,0,3,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"CREDITCARD,KEY",42,2022/06/28 23:12:28+00,,"Washington, DC"
-77.3534210149589,38.9600878463549,43358271,38.960084,-77.353414,Temporary Rd & Old Reston Ave,classic,445,active,2022/06/28 21:34:55+00,6,0,9,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"CREDITCARD,KEY",104,2022/06/28 23:12:28+00,,"Fairfax, VA"
-77.3684188570006,38.9553211824459,43358272,38.955314,-77.368416,Reston YMCA,classic,446,active,2022/06/28 07:13:33+00,0,0,15,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"CREDITCARD,KEY",104,2022/06/28 23:12:28+00,,"Fairfax, VA"
-77.3403764477456,38.9514515279823,43358273,38.951443,-77.340377,Sunset Hills Rd & Isaac Newton Square,classic,447,active,2022/06/28 20:38:42+00,4,0,7,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"CREDITCARD,KEY",104,2022/06/28 23:12:28+00,,"Fairfax, VA"
-77.0708600138901,38.893866898986,43358274,38.89386,-77.070862,N Lynn St & Fairfax Dr,classic,448,active,2022/06/28 22:34:17+00,8,0,7,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"CREDITCARD,KEY",41,2022/06/28 23:12:28+00,,"Arlington, VA"
-77.0279731044829,38.9675099541956,43358275,38.967505,-77.027976,Georgia Ave & Piney Branch Rd NW,classic,449,active,2022/06/28 21:20:27+00,9,0,6,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"CREDITCARD,KEY",42,2022/06/28 23:12:28+00,,"Washington, DC"
-77.227423664959,38.9230883544184,43358276,38.923083,-77.227417,Greensboro & International Dr,classic,450,active,2022/06/28 04:58:26+00,9,0,2,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"CREDITCARD,KEY",104,2022/06/28 23:12:28+00,,"Fairfax, VA"
-77.0406929272645,38.8123549846507,43358277,38.812351,-77.040691,Madison St & Fairfax St,classic,451,active,2022/06/28 19:50:27+00,3,0,12,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"CREDITCARD,KEY",40,2022/06/28 23:12:28+00,,"Alexandria, VA"
-77.0163124080319,38.9908794954639,43358278,38.990874,-77.016311,Sligo Ave & Carroll Ln,classic,452,active,2022/06/28 21:46:54+00,11,0,4,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"CREDITCARD,KEY",44,2022/06/28 23:12:28+00,,"Montgomery County, MD (South)"
-77.0344461910136,38.9190256188872,43358279,38.919019,-77.034449,15th & W St NW,classic,453,active,2022/06/28 23:00:33+00,0,0,17,0,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"CREDITCARD,KEY",42,2022/06/28 23:12:28+00,,"Washington, DC"
-76.9901250433515,38.8824923754259,43358280,38.882489,-76.990121,12th St & Pennsylvania Ave SE,classic,454,active,2022/06/28 21:47:24+00,12,0,7,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"CREDITCARD,KEY",42,2022/06/28 23:12:28+00,,"Washington, DC"
-77.0022405601344,38.9574690756916,43358281,38.957463,-77.002239,3rd St & Riggs Rd NE,classic,455,active,2022/06/28 22:34:20+00,5,0,10,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"CREDITCARD,KEY",42,2022/06/28 23:12:28+00,,"Washington, DC"
-77.1129878317399,38.8766997877076,43358282,38.876695,-77.112982,Carlin Springs Rd & N Thomas St,classic,456,active,2022/06/28 19:51:55+00,15,0,0,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"CREDITCARD,KEY",41,2022/06/28 23:12:28+00,,"Arlington, VA"
-77.2201574117395,38.9152559921775,43358283,38.915246,-77.220157,Towers Crescent Dr & Tysons One Pl,classic,457,active,2022/06/28 04:58:33+00,2,0,9,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"CREDITCARD,KEY",104,2022/06/28 23:12:28+00,,"Fairfax, VA"
-76.9984113271735,38.9029417862031,43358284,38.902932,-76.998405,6th & K St NE,classic,458,active,2022/06/28 22:34:44+00,1,0,17,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"CREDITCARD,KEY",42,2022/06/28 23:12:28+00,,"Washington, DC"
-77.1071447477926,39.0147212704552,43358285,39.014716,-77.107143,Pooks Hill Rd & Linden Ave,classic,459,active,2022/06/28 19:53:08+00,10,0,5,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"CREDITCARD,KEY",44,2022/06/28 23:12:28+00,,"Montgomery County, MD (South)"
-76.9883106796684,38.9826555535497,43358286,38.98265,-76.988311,Takoma Park Rec Center,classic,460,active,2022/06/28 04:58:34+00,3,0,12,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"CREDITCARD,KEY",44,2022/06/28 23:12:28+00,,"Montgomery County, MD (South)"
-76.9884252101572,38.9881055335589,43358287,38.988101,-76.988422,New Hampshire & Kirklynn Ave,classic,461,active,2022/06/28 18:47:13+00,5,0,10,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"CREDITCARD,KEY",44,2022/06/28 23:12:28+00,,"Montgomery County, MD (South)"
-77.0510213420152,39.0384325815611,43358288,39.038424,-77.05102,Wheaton Metro / Georgia Ave & Reedie Dr,classic,462,active,2022/06/28 22:15:48+00,16,0,3,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"CREDITCARD,KEY",44,2022/06/28 23:12:28+00,,"Montgomery County, MD (South)"
-77.0477915073535,39.0448927564387,43358289,39.044887,-77.047788,Amherst Ave & Elkins St,classic,463,active,2022/06/28 11:14:31+00,9,0,6,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"CREDITCARD,KEY",44,2022/06/28 23:12:28+00,,"Montgomery County, MD (South)"
-77.0483976819208,39.0359744805863,43358290,39.035965,-77.048395,Amherst Ave & Prichard Rd,classic,464,active,2022/06/28 04:58:36+00,10,0,5,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"CREDITCARD,KEY",44,2022/06/28 23:12:28+00,,"Montgomery County, MD (South)"
-77.053092515253,39.0432780221514,43358291,39.043272,-77.053085,Grandview & Blueridge Ave,classic,465,active,2022/06/28 15:10:24+00,12,0,3,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"CREDITCARD,KEY",44,2022/06/28 23:12:28+00,,"Montgomery County, MD (South)"
-77.0473555445358,39.0320383581521,43358292,39.032029,-77.04735,Windham Ln & Amherst Ave,classic,466,active,2022/06/28 18:25:20+00,9,0,6,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"CREDITCARD,KEY",44,2022/06/28 23:12:28+00,,"Montgomery County, MD (South)"
-77.3407901675923,38.9704218437984,43358293,38.970412,-77.340787,North Shore Dr & Village Rd,classic,467,active,2022/06/28 20:45:41+00,3,0,8,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"CREDITCARD,KEY",104,2022/06/28 23:12:28+00,,"Fairfax, VA"
-77.3630994503967,38.9551756737624,43358294,38.955171,-77.363094,Town Center Pkwy & Sunset Hills Rd,classic,468,active,2022/06/28 18:00:47+00,7,0,4,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"CREDITCARD,KEY",104,2022/06/28 23:12:28+00,,"Fairfax, VA"
-77.0162612064804,38.9688453896986,43358295,38.968834,-77.016258,3rd & Underwood St NW,classic,469,active,2022/06/28 17:47:13+00,17,0,2,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"CREDITCARD,KEY",42,2022/06/28 23:12:28+00,,"Washington, DC"
-76.9795187527534,38.932937744393,43358296,38.93293,-76.979517,18th & Monroe St NE,classic,470,active,2022/06/28 22:00:21+00,6,0,13,3,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"CREDITCARD,KEY",42,2022/06/28 23:12:28+00,,"Washington, DC"
-77.0217394171275,38.8834546665888,43358297,38.88345,-77.021741,7th & E St SW,classic,471,active,2022/06/28 22:21:35+00,16,0,2,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"CREDITCARD,KEY",42,2022/06/28 23:12:28+00,,"Washington, DC"
-77.1649755077298,39.1213365265213,43358298,39.121327,-77.164969,Shady Grove Metro East,classic,472,active,2022/06/28 19:02:49+00,18,0,0,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"CREDITCARD,KEY",43,2022/06/28 23:12:28+00,,"Montgomery County, MD (North)"
-77.0652453926735,38.9055179834721,43358299,38.905509,-77.065246,Potomac & M St NW,classic,473,active,2022/06/28 23:10:28+00,6,0,12,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"CREDITCARD,KEY",42,2022/06/28 23:12:28+00,,"Washington, DC"
-77.0407912903296,38.9240952635326,43358300,38.924088,-77.040787,Columbia & Ontario Rd NW,classic,474,active,2022/06/28 22:41:00+00,12,0,10,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"CREDITCARD,KEY",42,2022/06/28 23:12:28+00,,"Washington, DC"
-77.111069760953,38.8882864233651,43358301,38.888282,-77.111066,Washington-Liberty High School / N Stafford St & Generals Way,classic,475,active,2022/06/28 17:36:09+00,14,0,1,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"CREDITCARD,KEY",41,2022/06/28 23:12:28+00,,"Arlington, VA"
-77.1423246711007,38.8860544731585,43358302,38.886048,-77.142317,Westover Library / Washington Blvd & N McKinley Rd,classic,476,active,2022/06/28 08:11:04+00,14,0,1,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"CREDITCARD,KEY",41,2022/06/28 23:12:28+00,,"Arlington, VA"
-77.1020262818468,38.8593146271267,43358303,38.859306,-77.102019,Columbia Pike & George Mason Dr,classic,477,active,2022/06/28 23:09:56+00,10,0,5,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"CREDITCARD,KEY",41,2022/06/28 23:12:28+00,,"Arlington, VA"
-77.1670560551607,39.1258375521472,43358304,39.125828,-77.167059,Columbus Ave & Tribeca St,classic,478,active,2022/06/28 12:04:31+00,8,0,1,0,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"CREDITCARD,KEY",43,2022/06/28 23:12:28+00,,"Montgomery County, MD (North)"
-77.1648645035427,39.1233364472643,43358305,39.12333,-77.16486,Columbus Ave & Gramercy Blvd,classic,479,active,2022/06/28 19:05:11+00,8,0,3,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"CREDITCARD,KEY",43,2022/06/28 23:12:28+00,,"Montgomery County, MD (North)"
-77.3542838294067,38.9642200551937,43358306,38.964208,-77.35428,Reston Pkwy & Spectrum Dr,classic,480,active,2022/06/28 04:58:36+00,12,0,1,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"CREDITCARD,KEY",104,2022/06/28 23:12:28+00,,"Fairfax, VA"
-77.2038668517549,39.1056464863681,43358307,39.105642,-77.20386,Key West Ave & Great Seneca Hwy,classic,481,active,2022/06/28 04:58:29+00,7,0,3,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"CREDITCARD,KEY",43,2022/06/28 23:12:28+00,,"Montgomery County, MD (North)"
-77.0530539031917,38.8984706111659,43358308,38.89846,-77.053052,Virginia Ave & 25th St NW,classic,482,active,2022/06/28 23:05:44+00,7,0,11,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"CREDITCARD,KEY",42,2022/06/28 23:12:28+00,,"Washington, DC"
